-32,32,-104,-19,280,316,-3,-31,74,26,-23,-72,5,15,116,9,3431,1852,635
-51,-1,-88,-47,72,307,-8,-40,75,18,-19,-81,-10,-3,100,9,3431,1852,635
-56,-37,-83,-88,2,370,-10,-36,79,16,-15,-81,-20,-4,92,9,3431,1852,635
-52,-68,-78,-147,-22,459,-10,-28,83,11,-5,-78,-23,3,90,9,3431,1852,635
-34,-79,-75,-225,-30,532,-12,-19,83,4,2,-72,-25,9,92,9,3431,1852,635
-9,-79,-64,-327,-51,584,-12,-11,84,-2,8,-69,-22,11,90,9,3431,1852,635
48,-68,-46,-557,-122,620,-12,-2,88,-6,22,-68,-9,19,100,9,3431,1852,635
76,-58,-45,-633,-111,579,-12,-2,89,-7,33,-67,-2,16,103,9,3431,1852,635
102,-47,-48,-667,-74,529,-11,-2,88,-5,42,-66,0,13,110,9,3431,1852,635
123,-39,-53,-705,-32,476,-10,-2,88,0,45,-67,8,5,112,9,3431,1852,635
140,-34,-55,-731,-13,438,-8,0,85,2,46,-67,18,-5,109,9,3431,1852,635
154,-13,-56,-748,-33,429,-4,5,83,9,40,-61,19,-8,108,9,3431,1852,635
146,0,-58,1217,-213,-1360,-2,5,83,9,40,-61,-93,-13,54,9,3431,1852,635
130,19,-62,1124,-241,-1214,0,3,83,-20,10,-91,-103,0,36,9,3431,1852,635
-149,3047,-3904,1040,-262,-1077,0,1,83,-18,4,-92,-97,15,25,9,3431,1852,635
-149,3047,-3904,993,-252,-906,0,-2,83,-14,0,-88,-67,42,30,9,3431,1852,635
-5,-83,32,932,-160,-679,0,-6,83,-12,-2,-81,-47,70,42,9,3431,1852,635
10,17,5,722,196,-163,-2,-11,81,-10,-1,-71,-39,74,71,9,3431,1852,635
20,61,-12,581,342,46,-2,-10,82,-8,0,-68,-28,71,101,9,3431,1852,635
27,94,-30,415,421,212,0,-9,83,-7,0,-65,-17,61,129,9,3431,1852,635
28,112,-48,238,442,330,0,-9,83,-6,-1,-64,0,49,155,9,3431,1852,635
24,117,-66,57,417,400,19,-16,79,-6,-3,-64,15,33,169,9,3431,1852,635
5,109,-92,-264,293,402,9,-13,82,-6,-4,-66,28,4,155,9,3431,1852,635
-3,103,-102,-381,222,356,8,-11,80,-4,-3,-67,25,0,136,9,3431,1852,635
-9,94,-109,-457,166,314,9,-9,80,-2,-3,-71,26,-1,114,9,3431,1852,635
-16,85,-116,-504,136,291,8,-7,79,0,-4,-73,25,-3,95,9,3431,1852,635
-21,88,-118,-535,130,278,8,-8,78,3,-3,-74,29,-1,83,9,3431,1852,635
-14,93,-113,-600,105,227,7,-13,78,9,0,-68,33,-12,78,9,3431,1852,635
-5,82,-108,-638,44,161,8,-15,79,11,0,-63,35,-16,85,9,3431,1852,635
6,62,-102,-677,-33,85,9,-17,80,12,1,-62,44,-20,89,9,3431,1852,635
19,40,-96,-745,-100,33,11,-18,80,15,3,-65,53,-25,91,9,3431,1852,635
34,21,-89,-805,-129,-5,13,-19,81,17,5,-68,59,-22,95,9,3431,1852,635
52,8,-72,-846,-129,-25,15,-13,82,15,13,-65,65,-23,92,9,3431,1852,635
61,13,-64,1167,-1476,405,15,-7,83,15,13,-65,-108,46,151,9,3431,1852,635
67,16,-59,1328,-1230,294,15,-1,83,0,53,-74,-118,29,126,9,3431,1852,635
70,13,-56,1336,-851,176,14,2,81,0,41,-85,-106,16,98,9,3431,1852,635
70,13,-56,1272,-448,87,11,6,79,0,26,-92,-77,7,70,9,3431,1852,635
