-44,38,28,191,36,-79,8,15,90,12,-3,-70,-8,-1,60,9,2600,1295,31321
-44,38,28,191,36,-79,8,15,90,12,-3,-70,-8,-1,60,9,2600,1295,31321
3403,16650,-9946,10239,6400,-16640,9216,-20224,2303,3840,23040,3072,-768,-17665,-1793,-1,15615,2304,10240
-39,39,25,199,100,39,7,2,88,11,0,-69,-8,-1,60,9,2600,1295,31321
3403,16650,-9946,10239,6400,-14592,25600,9984,1792,512,22528,2816,768,-16896,8959,-6912,32767,2304,10240
114,-75,-28,199,100,39,6,-4,84,11,3,-66,41,-34,125,9,2600,1295,31321
3403,16650,31270,-16128,-10497,9983,28927,-9472,1791,-1024,21759,2816,768,-16896,10751,-8704,32255,2304,10240
122,-63,-42,-218,112,-37,6,-4,84,11,3,-66,56,-34,113,9,2600,1295,31321
122,-63,-42,-218,112,-37,6,-4,84,11,3,-66,56,-34,113,9,2600,1295,31321
3403,16650,31014,-12800,-14081,-22785,16895,12288,1536,-1024,21759,2816,768,-16896,14591,-8704,29183,2304,10240
110,-40,-70,-90,65,48,14,0,86,-36,-10,-68,69,-45,107,9,2600,1295,31321
3403,16650,28198,-10240,-17665,-22785,16895,12288,3584,0,22016,-9216,-2305,-17153,17919,-11520,27647,2304,10240
110,-40,-70,22,22,105,21,-12,86,-31,-12,-69,69,-45,107,9,4447,2243,31340
110,-40,-70,22,22,105,21,-12,86,-31,-12,-69,69,-45,107,9,4447,2243,31340
3403,16650,28198,-10240,-17665,5887,5632,26880,6656,-6400,22783,-6656,-2817,-17665,-4609,-257,24063,2304,24320
-61,-1,183,22,22,105,26,-25,88,-26,-12,-70,-19,-2,93,9,4447,2243,31340
-61,-1,183,35,9,-95,26,-25,88,-26,-12,-70,-21,0,96,9,4447,2243,31340
-61,-1,183,35,9,-95,26,-25,88,-26,-12,-70,-21,0,96,9,4447,2243,31340
-44,-4,184,35,9,-95,26,-25,88,-26,-12,-70,-21,0,96,9,4447,2243,31340
-44,-4,184,29,3,-108,-9,-11,78,5,5,-76,-21,6,99,9,4447,2243,31340
-44,-4,184,29,3,-108,-9,-11,78,5,5,-76,-21,6,99,9,4447,2243,31340
-29,-8,193,29,3,-108,-9,-11,78,5,5,-76,-21,6,99,9,4447,2243,31340
-29,-8,193,27,-1,-125,-9,-11,78,5,5,-76,-21,6,99,9,4447,2243,31340
-29,-8,193,27,-1,-125,-7,-3,84,5,3,-76,-21,6,99,9,4447,2243,31340
-22,-10,204,27,-1,-125,-7,-3,84,5,3,-76,-21,6,99,9,4447,2243,31340
-22,-10,204,1940,-2167,-3647,-7,-3,84,5,3,-76,-21,6,99,9,4447,2243,31340
-22,-10,204,1940,-2167,-3647,-7,2,90,6,2,-72,-23,0,98,9,4447,2243,31340
-22,-10,204,1940,-2167,-3647,-6,7,93,6,2,-72,-23,0,98,9,4447,2243,31340
-22,-10,204,1940,-2167,-3647,-6,7,93,4,0,-73,5,-2,105,9,4447,2243,31340
-22,-10,204,1940,-2167,-3647,-6,7,93,4,0,-73,5,-2,105,9,4447,2243,31340
69,-101,-211,-8,-64,-136,-6,7,93,4,0,-73,35,0,110,9,4447,2243,31340
69,-101,-211,-8,-64,-136,-6,7,93,4,0,-73,35,0,110,9,4447,2243,31340
69,-101,-211,-8,-64,-136,-6,7,93,4,0,-73,35,0,110,9,4447,2243,31340
107,-79,-177,-8,-64,-136,-6,7,93,4,0,-73,35,0,110,9,4447,2243,31340
107,-79,-177,-10,-65,-135,19,-2,82,-2,-11,-72,60,-2,112,9,4447,2243,31340
107,-79,-177,-10,-65,-135,19,-2,82,-2,-11,-72,60,-2,112,9,4447,2243,31340
165,-54,-124,-9,-61,-131,19,-2,82,-2,-11,-72,60,-2,112,9,4447,2243,31340
165,-54,-124,-9,-61,-131,19,-7,85,-2,-11,-72,60,-2,112,9,4447,2243,31340
165,-54,-124,-9,-61,-131,19,-7,85,-3,-10,-73,60,-2,112,9,4447,2243,31340
211,-41,-61,-1,-51,-125,19,-7,85,-3,-10,-73,60,-2,112,9,4447,2243,31340
211,-41,-61,-1,-51,-125,16,-13,88,-1,-6,-71,60,-2,112,9,4447,2243,31340
211,-41,-61,-1,-51,-125,16,-13,88,-1,-6,-71,60,-2,112,9,4447,2243,31340
211,-41,-61,-1,-51,-125,16,-13,88,-1,-6,-71,43,-15,20,9,4447,2243,31340
211,-41,-61,-1,-51,-125,-906,2258,2878,-1,-6,-71,43,-15,20,9,4447,2243,31340
211,-41,-61,-1,-51,-125,-906,2258,2878,-1,-6,-71,35,-12,28,9,4447,2243,31340
211,-41,-61,-1,-51,-125,-906,2258,2878,-1,-6,-71,35,-12,28,9,4447,2243,31340
-65,65,-361,27,49,-174,-906,2258,2878,-12,5,-74,35,-12,28,9,4447,2243,31340
-65,65,-361,27,49,-174,-906,2258,2878,-12,5,-74,28,-7,35,9,4447,2243,31340
-65,65,-361,27,49,-174,-906,2258,2878,-12,5,-74,28,-7,35,9,4447,2243,31340
-85,26,-311,57,53,-165,-2,-32,87,-5,7,-73,18,-7,47,9,4447,2243,31340
-85,26,-311,57,53,-165,-2,-32,87,-5,7,-73,18,-7,47,9,4447,2243,31340
-104,-42,-250,96,41,-143,-2,-32,87,-5,7,-73,18,-7,47,9,4447,2243,31340
-104,-42,-250,96,41,-143,-1,-29,88,-5,7,-73,18,-7,47,9,4447,2243,31340
-104,-42,-250,96,41,-143,-1,-29,88,2,12,-78,18,-7,47,9,4447,2243,31340
-130,-122,-180,120,18,-115,2,-25,86,2,12,-78,18,-7,47,9,4447,2243,31340
-130,-122,-180,120,18,-115,2,-25,86,-9,7,-79,18,-7,47,9,4447,2243,31340
-130,-122,-180,120,18,-115,2,-25,86,-9,7,-79,18,-7,47,9,4447,2243,31340
-130,-122,-180,120,18,-115,7,-20,83,-9,7,-79,2,5,157,9,4447,2243,31340
-130,-122,-180,120,18,-115,7,-20,83,-9,7,-79,2,5,157,9,4447,2243,31340
37,13,204,120,18,-115,7,-20,83,-9,7,-79,2,5,157,9,4447,2243,31340
37,13,204,-440,-94,33,7,-20,83,-9,7,-79,2,5,157,9,4447,2243,31340
37,13,204,-440,-94,33,7,-20,83,14,-4,-74,-7,8,166,9,4447,2243,31340
62,34,195,-440,-94,33,7,-20,83,14,-4,-74,-7,8,166,9,4447,2243,31340
62,34,195,-498,-32,-2,7,-20,83,11,-5,-65,-7,8,166,9,4447,2243,31340
62,34,195,-498,-32,-2,7,-20,83,11,-5,-65,-7,8,166,9,4447,2243,31340
62,34,195,-498,-32,-2,7,-20,83,11,-5,-65,-12,7,177,9,4447,2243,31340
80,57,165,-507,25,-19,7,-20,83,11,-5,-65,-12,7,177,9,4447,2243,31340
80,57,165,-507,25,-19,-5,-4,93,9,-7,-60,-12,7,177,9,4447,2243,31340
80,57,165,-507,25,-19,-5,-4,93,9,-7,-60,-11,9,186,9,4447,2243,31340
92,74,126,-486,69,-12,-2,-8,91,9,-7,-60,-11,9,186,9,4447,2243,31340
92,74,126,-486,69,-12,-2,-8,91,8,-8,-60,-11,9,186,9,4447,2243,31340
92,74,126,-486,69,-12,-2,-8,91,8,-8,-60,-11,9,186,9,4447,2243,31340
92,74,126,-486,69,-12,0,-11,88,8,-8,-60,-141,41,-5,9,4447,2243,31340
92,74,126,-486,69,-12,0,-11,88,8,-8,-60,-141,41,-5,9,4447,2243,31340
9,25,83,62,95,-474,0,-11,88,8,-8,-60,-141,41,-5,9,4447,2243,31340
9,25,83,62,95,-474,0,-11,88,8,-8,-60,-141,41,-5,9,4447,2243,31340
9,25,83,62,95,-474,0,-13,85,10,12,-79,-128,42,-10,9,4447,2243,31340
4,29,76,96,104,-451,0,-13,85,10,12,-79,-128,42,-10,9,4447,2243,31340
4,29,76,96,104,-451,0,-13,85,5,9,-76,-112,43,-11,9,4447,2243,31340
4,29,76,96,104,-451,0,-13,85,5,9,-76,-112,43,-11,9,4447,2243,31340
-4,33,71,119,116,-435,27,-46,85,5,9,-76,-112,43,-11,9,4447,2243,31340
-4,33,71,119,116,-435,27,-46,85,1,8,-75,-101,44,-13,9,4447,2243,31340
-20,31,78,119,116,-435,27,-46,85,1,8,-75,-101,44,-13,9,4447,2243,31340
-20,31,78,119,116,-435,27,-46,85,1,8,-75,-101,44,-13,9,4447,2243,31340
-20,31,78,128,116,-417,25,-44,82,-1,6,-79,-101,44,-13,9,4447,2243,31340
-20,31,78,128,116,-417,25,-44,82,-1,6,-79,-101,44,-13,9,4447,2243,31340
-20,31,78,-1942,-1345,-2145,24,-38,79,-1,6,-79,-101,44,-13,9,4447,2243,31340
-20,31,78,-1942,-1345,-2145,24,-38,79,-1,6,-79,-101,44,-13,9,4447,2243,31340
-20,31,78,-1942,-1345,-2145,24,-38,79,-1,6,-79,-28,8,66,9,4447,2243,31340
-6,10,38,-1942,-1345,-2145,24,-38,79,-1,6,-79,-28,8,66,9,4868,2429,31361
-6,10,38,-1942,-1345,-2145,24,-31,77,-1,6,-79,-28,8,66,9,4868,2429,31361
-6,10,38,-1942,-1345,-2145,24,-31,77,-1,6,-79,-25,6,74,9,4868,2429,31361
-12,6,51,130,72,89,24,-31,77,18,15,-83,-25,6,74,9,4868,2429,31361
-12,6,51,130,72,89,24,-31,77,18,15,-83,-21,6,81,9,4868,2429,31361
-12,6,51,130,72,89,24,-31,77,18,15,-83,-21,6,81,9,4868,2429,31361
-17,0,65,149,81,143,-13,-3,92,17,15,-82,-21,6,81,9,4868,2429,31361
-17,0,65,149,81,143,-13,-3,92,17,15,-82,-17,5,89,9,4868,2429,31361
-18,-5,71,149,81,143,-13,-3,92,17,15,-82,-17,5,89,9,4868,2429,31361
-18,-5,71,176,87,189,-13,-3,92,17,15,-82,-17,5,89,9,4868,2429,31361
-18,-5,71,176,87,189,-14,-5,88,16,15,-77,-17,5,89,9,4868,2429,31361
-18,-5,71,196,82,216,-12,-7,83,16,15,-77,-17,5,89,9,4868,2429,31361
-18,-5,71,196,82,216,-12,-7,83,15,16,-73,16,-6,94,9,4868,2429,31361
-18,-5,71,196,82,216,-12,-7,83,15,16,-73,16,-6,94,9,4868,2429,31361
0,-64,-42,196,82,216,-9,-4,78,10,14,-71,16,-6,94,9,4868,2429,31361
0,-64,-42,196,82,216,-9,-4,78,10,14,-71,12,-6,102,9,4868,2429,31361
-2,-57,-34,196,82,216,-9,-4,78,10,14,-71,12,-6,102,9,4868,2429,31361
-2,-57,-34,196,82,216,-9,-4,78,10,14,-71,12,-6,102,9,4868,2429,31361
-2,-57,-34,36,-5,-103,-9,-4,78,10,14,-71,6,0,106,9,4868,2429,31361
0,-52,-19,36,-5,-103,-9,-4,78,10,14,-71,6,0,106,9,4868,2429,31361
0,-52,-19,48,-8,-119,-9,-4,78,10,14,-71,6,0,106,9,4868,2429,31361
0,-52,-19,48,-8,-119,8,-13,80,0,0,-71,-2,5,109,9,4868,2429,31361
