166,-65,264,39,130,157,46,25,86,10,-72,-59,-66,8,144,9,5474,2722,26053
3403,16650,-23002,-16640,2303,7169,-21248,-16896,6912,-2816,19967,2560,-18432,-14849,-16641,2303,-28672,2304,25088
166,-65,264,28,173,190,27,-11,77,15,-81,-61,-66,8,144,9,5474,2722,26053
166,-65,264,28,173,190,27,-11,77,15,-81,-61,-53,11,145,9,5474,2722,26053
3403,16650,-5850,-19457,8704,10238,-11264,-16384,6912,-2816,19967,3840,-20736,-15361,-13313,3071,-28416,2304,25088
-44,192,-473,39,212,192,28,-9,79,15,-81,-61,-45,21,148,9,5474,2722,26053
3403,16650,-11226,-16129,9984,10238,-11264,-16384,7424,-2304,20479,3840,-20736,-15361,-11265,5631,-27648,2304,25088
-44,192,-473,39,212,192,29,-9,79,15,-81,-61,-39,35,145,9,5474,2722,26053
-61,200,-455,39,212,192,29,-9,79,15,-81,-61,-39,35,145,9,5474,2722,26053
3403,16650,-15578,-14081,14592,28414,-13057,-28161,7424,-2304,20479,-2304,7423,-15616,-9729,9215,-28416,2304,25088
-74,202,-425,-126,-36,165,29,-9,79,-9,28,-61,-39,35,145,9,5474,2722,26053
3403,16650,-18906,-13569,22272,-32002,-8961,-23041,-768,-513,25855,-2560,6143,-16640,6911,-19200,23551,2304,25088
-74,202,-425,-126,-36,165,-3,-3,100,-10,23,-65,26,-75,91,9,5474,2722,26053
-74,202,-425,-97,-21,185,-9,-15,101,-10,18,-69,26,-75,91,9,5474,2722,26053
3403,16650,-18906,-13569,22272,-24578,-5121,-17921,-2304,-3585,26111,-2560,4863,-17664,7167,-20224,26111,2304,25088
-117,-142,230,-97,-21,185,-14,-25,99,-10,18,-69,30,-80,111,9,5474,2722,26053
3403,16650,-29914,29439,-6401,-24832,-5121,-17921,-3584,-6145,25599,-2560,4863,-17664,7935,-20480,28671,2304,25088
-122,-133,241,-39,-69,-780,404,-3128,2384,0,7,-71,30,-80,111,9,5474,2722,26053
-122,-133,241,-39,-69,-780,404,-3128,2384,0,7,-71,30,-80,111,9,5474,2722,26053
3403,16650,-31194,31743,-3585,-9984,-17409,-2817,-27396,-14335,20723,9,1792,-18176,7935,-20480,28671,2304,25088
-107,-118,266,-24,-39,-811,404,-3128,2384,-8,2,-71,-1,-61,87,9,5474,2722,26053
3403,16650,-23770,-26625,10495,-3327,-3329,-13313,3324,-7168,22783,-2048,767,-18176,-1,-15361,22527,2304,25088
-93,-105,296,-13,-14,-821,12,-28,88,-15,0,-70,-1,-61,87,9,5474,2722,26053
-93,-105,296,-13,-14,-821,12,-28,88,-15,0,-70,-1,-59,85,9,5474,2722,26053
3403,16650,-23770,-26625,10495,1,2816,-12032,3580,-6400,23295,-3840,255,-17920,-1,-14849,22015,2304,25088
61,94,244,0,11,-815,15,-24,89,-15,0,-70,-5,-59,82,9,5474,2722,26053
3403,16650,15654,24064,-3072,0,2816,-12032,4092,-6144,23039,0,-4608,-19201,-1025,-14849,21247,2304,25088
64,95,243,-44,-94,-35,15,-24,89,0,-18,-76,-5,-59,82,9,5474,2722,26053
64,95,243,-44,-94,-35,17,-22,87,-5,-17,-75,-5,-59,82,9,5474,2722,26053
3403,16650,16422,24320,-3328,-11264,-23809,-8705,4607,-5632,22527,-1280,-4097,-18945,-1025,-14849,21247,2304,25088
71,105,248,-37,-67,27,17,-22,87,-10,-17,-74,-5,-59,82,9,5474,2722,26053
3403,16650,18214,26880,-2048,-9472,-16897,7167,4352,-5632,22527,-2560,-4097,-18689,-3841,19711,31232,2304,25088
71,105,248,-37,-67,27,17,-22,87,-10,-17,-74,-16,76,122,9,5474,2722,26053
71,105,248,-34,-30,94,30,-27,85,-10,-17,-74,-20,64,120,9,5474,2722,26053
3403,16650,-24538,1024,-14592,-8450,-7425,24319,7680,-6912,22015,-2560,-4097,-18689,-4865,16639,30720,2304,25088
132,17,-330,-43,21,169,32,-26,83,-6,-24,-64,-24,52,122,9,5474,2722,26053
3403,16650,-31706,4352,-18944,-10754,5631,-22272,8448,-5888,21247,-1536,-5889,-16129,-5889,13567,31232,2304,25088
132,17,-330,-43,21,169,33,-23,82,-11,-25,-68,-24,52,122,9,5474,2722,26053
102,35,-344,-43,21,169,33,-23,82,-11,-25,-68,-24,52,122,9,5474,2722,26053
3403,16650,26150,8960,-22528,-25090,-9729,-6913,8448,-5888,21247,-2816,-6145,-17153,-5889,13567,31232,2304,25088
64,56,-359,-99,-39,228,33,-23,82,-15,-24,-69,-36,66,93,9,5474,2722,26053
3403,16650,16422,14336,-26368,25342,-1793,18943,8449,-5888,21247,-3584,-3585,-17409,-8961,15615,23040,2304,25088
64,56,-359,-158,-8,329,33,-23,82,-14,-15,-69,-36,60,90,9,5474,2722,26053
3403,16650,16422,14336,-26368,15870,13311,-20992,-1023,4607,23040,-3584,-3585,-17409,-8449,14079,22784,2304,25088
64,56,-359,-208,117,521,-5,8,90,-13,2,-71,-29,46,88,9,5474,2722,26053
3403,16650,11046,-7680,-24065,12543,30207,2304,-1278,2303,23040,-3328,767,-18176,-7169,12031,22528,2304,25088
43,-30,-95,-208,117,521,-5,8,90,-13,2,-71,-29,46,88,9,5474,2722,26053
43,-30,-95,-208,117,521,-7,0,88,-16,1,-72,-29,46,88,9,5474,2722,26053
3403,16650,11046,-7680,-24065,12543,30207,2304,-1790,255,22528,-4096,511,-18432,-7169,12031,22528,2304,25088
41,-78,-16,-119,85,-678,-8,-11,86,-18,2,-75,21,-49,107,9,5610,2820,26077
3403,16650,10534,-19968,-3841,-30209,22015,23040,-1795,-2561,22271,-4608,767,-19200,5631,-12544,27647,2304,-5632
41,-78,-16,-119,85,-678,-204,-387,64,-19,2,-72,17,-46,108,9,5610,2820,26077
41,-78,-16,-115,95,-668,-204,-387,64,-19,2,-72,11,-45,105,9,5610,2820,26077
41,-78,-16,-115,95,-668,-204,-387,64,-19,2,-72,11,-45,105,9,5610,2820,26077
41,-78,-16,-115,95,-668,-204,-387,64,-19,2,-72,11,-45,105,9,5610,2820,26077
41,-78,-16,-115,95,-668,17,7,93,13,-17,-63,6,-41,103,9,5610,2820,26077
41,-78,-16,-115,95,-668,17,7,93,13,-17,-63,6,-41,103,9,5610,2820,26077
73,16,372,94,33,-182,17,7,93,13,-17,-63,6,-41,103,9,5610,2820,26077
73,16,372,94,33,-182,17,7,93,13,-17,-63,6,-41,103,9,5610,2820,26077
73,16,372,94,33,-182,16,7,94,19,-14,-68,6,-41,103,9,5610,2820,26077
80,21,355,101,18,-155,16,7,94,19,-14,-68,6,-41,103,9,5610,2820,26077
